Source_DC,Destination_DC,SKU,PerUnitTransportationCost,TransitTimeDays
DC_3,DC_5,SKU_50,3.2265356683076734,6
DC_3,DC_6,SKU_1,2.5567684666959933,3
DC_3,DC_6,SKU_2,4.02575676164559,1
DC_3,DC_6,SKU_3,1.0037056016065515,8
DC_3,DC_6,SKU_4,4.519870222046552,1
DC_3,DC_6,SKU_5,4.940094252276609,6
DC_3,DC_6,SKU_6,4.589894328435516,7
DC_3,DC_6,SKU_7,2.0111736408869056,5
DC_3,DC_6,SKU_8,4.754172423266501,8
DC_3,DC_6,SKU_9,4.689493788706628,4
DC_3,DC_6,SKU_10,2.5377116237794706,6
DC_3,DC_6,SKU_11,4.506984266004886,5
DC_3,DC_6,SKU_12,1.1426643701279031,2
DC_3,DC_6,SKU_13,1.9594799561163498,9
DC_3,DC_6,SKU_14,1.7555373065650848,1
DC_3,DC_6,SKU_15,4.994568211170446,3
DC_3,DC_6,SKU_16,4.192663051958666,3
DC_3,DC_6,SKU_17,0.8715747111587473,3
DC_3,DC_6,SKU_18,3.7850077448638766,6
DC_3,DC_6,SKU_19,0.7875542392176822,4
DC_3,DC_6,SKU_20,1.9240570889348727,2
DC_3,DC_6,SKU_21,1.8644890272991272,7
DC_3,DC_6,SKU_22,3.707970662051314,6
DC_3,DC_6,SKU_23,2.0069523056164327,1
DC_3,DC_6,SKU_24,4.59317925999925,1
DC_3,DC_6,SKU_25,3.313472562641472,3
DC_3,DC_6,SKU_26,4.7676629875501355,7
DC_3,DC_6,SKU_27,3.0658173428961226,4
DC_3,DC_6,SKU_28,4.046904184400177,2
DC_3,DC_6,SKU_29,2.5247465342098683,4
DC_3,DC_6,SKU_30,3.8691431529761977,5
DC_3,DC_6,SKU_31,4.9793968081645525,5
DC_3,DC_6,SKU_32,4.801294162288237,7
DC_3,DC_6,SKU_33,2.8999559653682225,4
DC_3,DC_6,SKU_34,0.9364044313224292,4
DC_3,DC_6,SKU_35,4.898554534327292,5
DC_3,DC_6,SKU_36,0.759834857601662,4
DC_3,DC_6,SKU_37,3.214604402078134,9
DC_3,DC_6,SKU_38,1.7224888611364497,8
DC_3,DC_6,SKU_39,3.6273655990466414,2
DC_3,DC_6,SKU_40,0.9075176042041422,3
DC_3,DC_6,SKU_41,3.2510374531147677,1
DC_3,DC_6,SKU_42,4.3333066662749955,3
DC_3,DC_6,SKU_43,0.5614775846177424,1
DC_3,DC_6,SKU_44,2.061315276699136,9
DC_3,DC_6,SKU_45,4.0180092166792685,8
DC_3,DC_6,SKU_46,2.011295691676922,3
DC_3,DC_6,SKU_47,3.0942000641293967,3
DC_3,DC_6,SKU_48,2.0209169771142625,4
DC_3,DC_6,SKU_49,1.5723035174889122,1
DC_3,DC_6,SKU_50,3.8776930553485687,7
DC_3,DC_7,SKU_1,2.7999221966257912,2
DC_3,DC_7,SKU_2,4.301589115346657,2
DC_3,DC_7,SKU_3,3.4445590684378593,1
DC_3,DC_7,SKU_4,3.0614290840824245,8
DC_3,DC_7,SKU_5,3.123975907759541,2
DC_3,DC_7,SKU_6,2.1741960551549333,2
DC_3,DC_7,SKU_7,1.091355722848708,9
DC_3,DC_7,SKU_8,4.401770820705263,8
DC_3,DC_7,SKU_9,4.850304023907986,3
DC_3,DC_7,SKU_10,2.9765807547743797,4
DC_3,DC_7,SKU_11,4.268523177875578,9
DC_3,DC_7,SKU_12,4.500554855499318,2
DC_3,DC_7,SKU_13,2.867423059631939,6
DC_3,DC_7,SKU_14,1.7004742863076576,4
DC_3,DC_7,SKU_15,1.536436511072949,7
DC_3,DC_7,SKU_16,0.721825217439874,8
DC_3,DC_7,SKU_17,1.1253604634898107,7
DC_3,DC_7,SKU_18,1.9203494691521852,5
DC_3,DC_7,SKU_19,3.7002203938749476,6
DC_3,DC_7,SKU_20,3.937354250900963,7
DC_3,DC_7,SKU_21,2.3500103764768188,1
DC_3,DC_7,SKU_22,1.5872057439609335,9
DC_3,DC_7,SKU_23,3.7219311209377586,7
DC_3,DC_7,SKU_24,2.7321922670746237,2
DC_3,DC_7,SKU_25,0.7884261996627897,6
DC_3,DC_7,SKU_26,4.939193307072783,3
DC_3,DC_7,SKU_27,1.449364507789777,6
DC_3,DC_7,SKU_28,4.297157886462378,2
DC_3,DC_7,SKU_29,1.8935099168058165,3
DC_3,DC_7,SKU_30,1.102001652472856,3
DC_3,DC_7,SKU_31,0.8269951441152052,1
DC_3,DC_7,SKU_32,3.291056820325042,8
DC_3,DC_7,SKU_33,4.449614804725317,7
DC_3,DC_7,SKU_34,3.7191385185300034,4
DC_3,DC_7,SKU_35,1.4609428452065363,5
DC_3,DC_7,SKU_36,3.7508512300859507,9
DC_3,DC_7,SKU_37,1.4785381949775618,3
DC_3,DC_7,SKU_38,1.1269376707012086,6
DC_3,DC_7,SKU_39,4.894054382459346,3
DC_3,DC_7,SKU_40,4.100619122384342,9
DC_3,DC_7,SKU_41,1.8647732273203719,6
DC_3,DC_7,SKU_42,2.113976133619066,8
DC_3,DC_7,SKU_43,2.7766661006587725,8
DC_3,DC_7,SKU_44,0.9116938327435642,6
DC_3,DC_7,SKU_45,3.592554545573073,8
DC_3,DC_7,SKU_46,1.545818207964859,1
DC_3,DC_7,SKU_47,3.6570436952132406,9
DC_3,DC_7,SKU_48,3.999728700826478,2
DC_3,DC_7,SKU_49,1.9822067118593407,6
DC_3,DC_7,SKU_50,1.8684258618707772,7
DC_3,DC_8,SKU_1,4.379951404948722,8
DC_3,DC_8,SKU_2,4.593846590207078,7
DC_3,DC_8,SKU_3,4.9431581254049,9
DC_3,DC_8,SKU_4,0.9698691627415311,8
DC_3,DC_8,SKU_5,2.56083446520291,9
DC_3,DC_8,SKU_6,3.8830917361411985,3
DC_3,DC_8,SKU_7,2.6349571136622836,5
DC_3,DC_8,SKU_8,2.8322587430992,7
DC_3,DC_8,SKU_9,1.2837051157792834,4
DC_3,DC_8,SKU_10,2.8343653120161925,8
DC_3,DC_8,SKU_11,0.6218651015152297,7
DC_3,DC_8,SKU_12,1.834001994848689,6
DC_3,DC_8,SKU_13,1.317936189925374,4
DC_3,DC_8,SKU_14,1.9526440705153265,2
DC_3,DC_8,SKU_15,2.5077669701571343,7
DC_3,DC_8,SKU_16,1.8407971909258944,6
DC_3,DC_8,SKU_17,3.684292635832409,6
DC_3,DC_8,SKU_18,1.8581002513751979,6
DC_3,DC_8,SKU_19,3.327831309384454,1
DC_3,DC_8,SKU_20,4.254461580872293,5
DC_3,DC_8,SKU_21,3.9414930895629015,1
DC_3,DC_8,SKU_22,2.5626356574183777,5
DC_3,DC_8,SKU_23,0.6546958625827635,6
DC_3,DC_8,SKU_24,0.8837075372525482,5
DC_3,DC_8,SKU_25,2.457565674531005,2
DC_3,DC_8,SKU_26,1.4914732704691216,6
DC_3,DC_8,SKU_27,3.1326582592339784,2
DC_3,DC_8,SKU_28,4.447074028543257,9
DC_3,DC_8,SKU_29,1.702148314417922,5
DC_3,DC_8,SKU_30,3.423002030406328,5
DC_3,DC_8,SKU_31,1.080887878141078,4
DC_3,DC_8,SKU_32,3.3172461904136057,7
DC_3,DC_8,SKU_33,1.1104766022216999,5
DC_3,DC_8,SKU_34,1.1009040492233724,5
DC_3,DC_8,SKU_35,4.74342252832011,2
DC_3,DC_8,SKU_36,4.862709047327802,3
DC_3,DC_8,SKU_37,3.81164182868277,6
DC_3,DC_8,SKU_38,3.3759853114761786,3
DC_3,DC_8,SKU_39,2.465410180311838,3
DC_3,DC_8,SKU_40,4.050932502419405,4
DC_3,DC_8,SKU_41,3.4439920791305583,6
DC_3,DC_8,SKU_42,3.635100445429386,1
DC_3,DC_8,SKU_43,4.2637035983467975,6
DC_3,DC_8,SKU_44,4.890208636204936,4
DC_3,DC_8,SKU_45,4.198276952388062,2
DC_3,DC_8,SKU_46,4.456960085131523,3
DC_3,DC_8,SKU_47,2.9263598578113483,7
DC_3,DC_8,SKU_48,3.955443636351701,6
DC_3,DC_8,SKU_49,3.147645601479455,3
DC_3,DC_8,SKU_50,0.9365819820669026,5
DC_3,DC_9,SKU_1,4.3624869430141615,2
DC_3,DC_9,SKU_2,2.6106122287304756,2
DC_3,DC_9,SKU_3,1.90243812494592,6
DC_3,DC_9,SKU_4,4.691655466685063,6
DC_3,DC_9,SKU_5,4.612443306448084,3
DC_3,DC_9,SKU_6,2.6504030971091113,5
DC_3,DC_9,SKU_7,3.480044712483169,6
DC_3,DC_9,SKU_8,1.8811898284155466,8
DC_3,DC_9,SKU_9,2.0437327963384275,1
DC_3,DC_9,SKU_10,0.5536309234020894,3
DC_3,DC_9,SKU_11,4.413631481832352,8
DC_3,DC_9,SKU_12,4.923791148266692,5
DC_3,DC_9,SKU_13,4.412085354465564,6
DC_3,DC_9,SKU_14,2.7546810664307153,6
DC_3,DC_9,SKU_15,4.274777015443716,8
DC_3,DC_9,SKU_16,1.5943099111890167,5
DC_3,DC_9,SKU_17,3.5224710394905445,6
DC_3,DC_9,SKU_18,0.9584544386280045,3
DC_3,DC_9,SKU_19,3.3397222697159927,5
DC_3,DC_9,SKU_20,3.9201570581142824,4
DC_3,DC_9,SKU_21,2.813105164444294,2
DC_3,DC_9,SKU_22,2.0407780548313683,9
DC_3,DC_9,SKU_23,0.9110895922560012,6
DC_3,DC_9,SKU_24,1.3396554359292538,4
DC_3,DC_9,SKU_25,1.3524954492533123,5
DC_3,DC_9,SKU_26,0.7565107439837029,7
DC_3,DC_9,SKU_27,2.2846575847384836,6
DC_3,DC_9,SKU_28,0.720520902370731,6
DC_3,DC_9,SKU_29,1.4128395742753934,5
DC_3,DC_9,SKU_30,1.9703250075588512,9
DC_3,DC_9,SKU_31,1.7782627506819306,8
DC_3,DC_9,SKU_32,4.849515133498144,3
DC_3,DC_9,SKU_33,1.671813989545588,8
DC_3,DC_9,SKU_34,3.837578580463204,5
DC_3,DC_9,SKU_35,4.519011835951127,4
DC_3,DC_9,SKU_36,1.7770907436869712,2
DC_3,DC_9,SKU_37,3.5428808586044265,5
DC_3,DC_9,SKU_38,3.288865345212047,7
DC_3,DC_9,SKU_39,3.3275620289725,4
DC_3,DC_9,SKU_40,2.044854361380834,3
DC_3,DC_9,SKU_41,3.2101533606976576,6
DC_3,DC_9,SKU_42,3.996021866921927,2
DC_3,DC_9,SKU_43,4.255062137852435,6
DC_3,DC_9,SKU_44,3.863842865359272,7
DC_3,DC_9,SKU_45,4.776381561812816,4
DC_3,DC_9,SKU_46,3.382012732969638,1
DC_3,DC_9,SKU_47,2.443952171585484,5
DC_3,DC_9,SKU_48,0.650406075959767,9
DC_3,DC_9,SKU_49,1.249265961722818,7
DC_3,DC_9,SKU_50,1.2915062753839794,6
DC_3,DC_10,SKU_1,3.295519387160753,1
DC_3,DC_10,SKU_2,0.5659120727261904,3
DC_3,DC_10,SKU_3,4.892387108898072,4
DC_3,DC_10,SKU_4,4.603033005717971,1
DC_3,DC_10,SKU_5,1.6402072947320052,9
DC_3,DC_10,SKU_6,2.0784993035464048,1
DC_3,DC_10,SKU_7,3.8967235626304904,3
DC_3,DC_10,SKU_8,4.60234811168814,5
DC_3,DC_10,SKU_9,2.3246225434868832,2
DC_3,DC_10,SKU_10,4.92768923064081,9
DC_3,DC_10,SKU_11,2.095466939728733,7
DC_3,DC_10,SKU_12,4.2486541877348145,7
DC_3,DC_10,SKU_13,4.6188047317067324,7
DC_3,DC_10,SKU_14,4.454359356546185,1
DC_3,DC_10,SKU_15,0.9656377864096309,2
DC_3,DC_10,SKU_16,4.581434832972096,7
DC_3,DC_10,SKU_17,1.5038885053803868,4
DC_3,DC_10,SKU_18,2.5379751218698026,4
DC_3,DC_10,SKU_19,1.356025688690619,1
DC_3,DC_10,SKU_20,2.6107688497555355,3
DC_3,DC_10,SKU_21,1.8668077080129473,6
DC_3,DC_10,SKU_22,2.010570802892788,7
DC_3,DC_10,SKU_23,0.9709719815591651,3
DC_3,DC_10,SKU_24,4.080102693159139,3
DC_3,DC_10,SKU_25,1.0864419492755115,4
DC_3,DC_10,SKU_26,4.280084743643143,4
DC_3,DC_10,SKU_27,1.2508186019250993,4
DC_3,DC_10,SKU_28,1.565822617684458,2
DC_3,DC_10,SKU_29,2.0932905305979235,9
DC_3,DC_10,SKU_30,2.146546843780134,2
DC_3,DC_10,SKU_31,3.5470591856715377,7
DC_3,DC_10,SKU_32,0.5795152015794525,6
DC_3,DC_10,SKU_33,1.2748886574063487,1
DC_3,DC_10,SKU_34,4.509382481108167,3
DC_3,DC_10,SKU_35,4.245759687658586,1
DC_3,DC_10,SKU_36,1.2362729186222432,4
DC_3,DC_10,SKU_37,0.530783366667636,1
DC_3,DC_10,SKU_38,4.935203302787602,7
DC_3,DC_10,SKU_39,1.0931307345350572,3
DC_3,DC_10,SKU_40,4.093501271587696,3
DC_3,DC_10,SKU_41,1.5062567890669916,5
DC_3,DC_10,SKU_42,4.176981946250425,4
DC_3,DC_10,SKU_43,3.337858827423862,7
DC_3,DC_10,SKU_44,1.479869171753099,3
DC_3,DC_10,SKU_45,3.080443214100475,1
DC_3,DC_10,SKU_46,4.78775475126763,9
DC_3,DC_10,SKU_47,3.308510390205445,4
DC_3,DC_10,SKU_48,0.8027807581468155,9
DC_3,DC_10,SKU_49,1.7214388892422394,2
DC_3,DC_10,SKU_50,3.7447459740404234,6
DC_4,DC_1,SKU_1,3.737246700086691,4
DC_4,DC_1,SKU_2,3.3203900684404903,9
DC_4,DC_1,SKU_3,0.9300159678125085,7
DC_4,DC_1,SKU_4,1.5576408446536338,3
DC_4,DC_1,SKU_5,2.3233871415889835,6
DC_4,DC_1,SKU_6,0.5761075996472329,2
DC_4,DC_1,SKU_7,4.606722620973997,4
DC_4,DC_1,SKU_8,4.188546512512065,9
DC_4,DC_1,SKU_9,4.124732207145099,4
DC_4,DC_1,SKU_10,2.361677143595137,1
DC_4,DC_1,SKU_11,4.844518855702796,5
DC_4,DC_1,SKU_12,0.8778315355102702,2
DC_4,DC_1,SKU_13,4.077996271370261,6
DC_4,DC_1,SKU_14,4.948207180190622,9
DC_4,DC_1,SKU_15,0.7779307383058987,1
DC_4,DC_1,SKU_16,1.8474040616139797,2
DC_4,DC_1,SKU_17,1.7227291950418087,3
DC_4,DC_1,SKU_18,1.4168996863247467,9
DC_4,DC_1,SKU_19,2.0400148615050706,3
DC_4,DC_1,SKU_20,3.333576178666413,9
DC_4,DC_1,SKU_21,3.6903392020569985,7
DC_4,DC_1,SKU_22,4.937795587776627,7
DC_4,DC_1,SKU_23,0.7445664425689568,2
DC_4,DC_1,SKU_24,0.8153091307453526,9
DC_4,DC_1,SKU_25,3.4607726860173167,2
DC_4,DC_1,SKU_26,1.596686953569542,5
DC_4,DC_1,SKU_27,2.506489789369135,8
DC_4,DC_1,SKU_28,1.2828366765650239,9
DC_4,DC_1,SKU_29,3.887813637911228,7
DC_4,DC_1,SKU_30,1.0751532996217223,6
DC_4,DC_1,SKU_31,2.9065975982653662,3
DC_4,DC_1,SKU_32,2.635401031800983,8
DC_4,DC_1,SKU_33,2.44430278279978,1
DC_4,DC_1,SKU_34,4.489679486760792,1
DC_4,DC_1,SKU_35,3.717287705982997,7
DC_4,DC_1,SKU_36,4.5959749473499,2
DC_4,DC_1,SKU_37,1.1494041965936668,8
DC_4,DC_1,SKU_38,0.6296053124593342,6
DC_4,DC_1,SKU_39,1.7471495834301192,2
DC_4,DC_1,SKU_40,2.053690484256739,8
DC_4,DC_1,SKU_41,4.468889998132734,9
DC_4,DC_1,SKU_42,1.3655586341926178,8
DC_4,DC_1,SKU_43,4.3870533033425145,5
DC_4,DC_1,SKU_44,2.0452000530855763,8
DC_4,DC_1,SKU_45,3.6040606129078974,8
DC_4,DC_1,SKU_46,3.344540548620431,3
DC_4,DC_1,SKU_47,2.831069070088339,7
DC_4,DC_1,SKU_48,3.8588892350443205,1
DC_4,DC_1,SKU_49,2.4921216588534616,3
DC_4,DC_1,SKU_50,1.7113538276298736,7
DC_4,DC_2,SKU_1,2.223063563167606,8
DC_4,DC_2,SKU_2,1.5652421413422481,5
DC_4,DC_2,SKU_3,4.234728169455995,5
DC_4,DC_2,SKU_4,1.662351931074165,1
DC_4,DC_2,SKU_5,2.935571964952236,1
DC_4,DC_2,SKU_6,2.6955508787568583,2
DC_4,DC_2,SKU_7,0.7507759356544301,7
DC_4,DC_2,SKU_8,2.783253942883207,1
DC_4,DC_2,SKU_9,1.0880268368596808,2
DC_4,DC_2,SKU_10,4.625402014034361,2
DC_4,DC_2,SKU_11,2.5300853140902864,8
DC_4,DC_2,SKU_12,3.173613761648981,9
DC_4,DC_2,SKU_13,2.71565171915562,1
DC_4,DC_2,SKU_14,2.5877131855470092,6
DC_4,DC_2,SKU_15,4.242760840872903,6
DC_4,DC_2,SKU_16,4.785188065400176,7
DC_4,DC_2,SKU_17,4.707018709495289,6
DC_4,DC_2,SKU_18,4.544004656986988,7
DC_4,DC_2,SKU_19,1.1724631633323241,9
DC_4,DC_2,SKU_20,3.3032931988252177,9
DC_4,DC_2,SKU_21,1.3173413984546984,7
DC_4,DC_2,SKU_22,1.4921171644971643,4
DC_4,DC_2,SKU_23,2.3284950393369552,2
DC_4,DC_2,SKU_24,3.6968981675558528,2
DC_4,DC_2,SKU_25,1.0635351153293604,3
DC_4,DC_2,SKU_26,0.8789585502969426,8
DC_4,DC_2,SKU_27,4.348244052371628,7
DC_4,DC_2,SKU_28,1.784318308085401,1
DC_4,DC_2,SKU_29,3.717042971347799,2
DC_4,DC_2,SKU_30,4.846265009634126,4
DC_4,DC_2,SKU_31,4.829958095521751,3
DC_4,DC_2,SKU_32,1.604545081425187,4
DC_4,DC_2,SKU_33,3.9956961525812646,2
DC_4,DC_2,SKU_34,0.9520589735643579,9
DC_4,DC_2,SKU_35,1.9891164460108783,8
DC_4,DC_2,SKU_36,2.252254008500931,4
DC_4,DC_2,SKU_37,4.9819714209531485,3
DC_4,DC_2,SKU_38,3.358692443115864,9
DC_4,DC_2,SKU_39,0.5884316723608152,1
DC_4,DC_2,SKU_40,4.845244241213979,3
DC_4,DC_2,SKU_41,2.0232809574146278,7
DC_4,DC_2,SKU_42,4.990898550012171,3
DC_4,DC_2,SKU_43,2.335720182655285,3
DC_4,DC_2,SKU_44,3.4255095053864615,9
DC_4,DC_2,SKU_45,0.6418086938699521,5
DC_4,DC_2,SKU_46,3.3014614570802676,2
DC_4,DC_2,SKU_47,2.159263199618807,7
DC_4,DC_2,SKU_48,1.103112024435463,1
DC_4,DC_2,SKU_49,2.3016048207792377,6
DC_4,DC_2,SKU_50,2.8410438222681145,4
DC_4,DC_3,SKU_1,0.8630139532602982,1
DC_4,DC_3,SKU_2,4.584925596425804,8
DC_4,DC_3,SKU_3,2.0366123297379906,3
DC_4,DC_3,SKU_4,4.214906786841871,2
DC_4,DC_3,SKU_5,1.404101028584851,6
DC_4,DC_3,SKU_6,4.856939783883075,5
DC_4,DC_3,SKU_7,1.8011765050436792,5
DC_4,DC_3,SKU_8,0.7243706587962391,1
DC_4,DC_3,SKU_9,2.1965347038143506,1
DC_4,DC_3,SKU_10,1.730939130508716,5
DC_4,DC_3,SKU_11,4.9228705303493925,7
DC_4,DC_3,SKU_12,1.6600031969179607,8
DC_4,DC_3,SKU_13,3.050862949823426,3
DC_4,DC_3,SKU_14,0.7228068336603208,5
DC_4,DC_3,SKU_15,4.201958608161923,5
DC_4,DC_3,SKU_16,4.789923674904323,5
DC_4,DC_3,SKU_17,2.5680333987748485,6
DC_4,DC_3,SKU_18,3.50299332350462,9
DC_4,DC_3,SKU_19,2.764491866863855,6
DC_4,DC_3,SKU_20,1.9554928479508855,3
DC_4,DC_3,SKU_21,3.417156293350199,3
DC_4,DC_3,SKU_22,4.3697332138253415,3
DC_4,DC_3,SKU_23,3.259023075811587,9
DC_4,DC_3,SKU_24,0.8770593764671772,3
DC_4,DC_3,SKU_25,2.832644585008943,5
DC_4,DC_3,SKU_26,3.1321890229042477,7
DC_4,DC_3,SKU_27,1.639395081557646,6
DC_4,DC_3,SKU_28,4.180199331047858,5
DC_4,DC_3,SKU_29,4.7048909757913115,5
DC_4,DC_3,SKU_30,2.547305958774817,6
DC_4,DC_3,SKU_31,4.399029784620687,8
DC_4,DC_3,SKU_32,2.9611198120690587,2
DC_4,DC_3,SKU_33,1.673038209832671,7
DC_4,DC_3,SKU_34,4.833923589040111,8
DC_4,DC_3,SKU_35,0.8558420943949165,9
DC_4,DC_3,SKU_36,0.9585128928719877,7
DC_4,DC_3,SKU_37,0.9552452882589645,2
DC_4,DC_3,SKU_38,3.63539666720932,1
DC_4,DC_3,SKU_39,3.3764082322548195,6
DC_4,DC_3,SKU_40,1.9402552709838092,8
DC_4,DC_3,SKU_41,4.110121306558013,2
DC_4,DC_3,SKU_42,4.399680598679765,5
DC_4,DC_3,SKU_43,1.0719972089016079,3
DC_4,DC_3,SKU_44,1.2238713206829406,2
DC_4,DC_3,SKU_45,2.539703573397596,5
DC_4,DC_3,SKU_46,0.9760843412275952,1
DC_4,DC_3,SKU_47,0.8551843476728554,5
DC_4,DC_3,SKU_48,4.712733686979484,9
DC_4,DC_3,SKU_49,2.1266921741981544,4
DC_4,DC_3,SKU_50,3.1297816471525586,5
DC_4,DC_4,SKU_1,2.718422197061401,2
DC_4,DC_4,SKU_2,2.7064062023442275,1
DC_4,DC_4,SKU_3,4.243736937596235,2
DC_4,DC_4,SKU_4,3.1455604620266655,6
DC_4,DC_4,SKU_5,3.0774762938169906,6
DC_4,DC_4,SKU_6,4.072797881220158,5
DC_4,DC_4,SKU_7,2.874929294014014,9
DC_4,DC_4,SKU_8,0.9806944683379577,8
DC_4,DC_4,SKU_9,4.771765272901927,1
DC_4,DC_4,SKU_10,0.6582166262203737,3
DC_4,DC_4,SKU_11,2.9484888077276086,8
DC_4,DC_4,SKU_12,0.8690483354368443,3
DC_4,DC_4,SKU_13,2.512862403136703,2
DC_4,DC_4,SKU_14,1.9794205739950248,1
DC_4,DC_4,SKU_15,1.3299583576291922,6
DC_4,DC_4,SKU_16,2.5599407571686035,4
DC_4,DC_4,SKU_17,3.789546571127674,9
DC_4,DC_4,SKU_18,3.6918325721334564,6
DC_4,DC_4,SKU_19,2.385198400927757,6
DC_4,DC_4,SKU_20,1.7874046491406728,7
DC_4,DC_4,SKU_21,3.0368169565042975,6
DC_4,DC_4,SKU_22,4.62684550761416,9
DC_4,DC_4,SKU_23,1.3918837388975067,6
DC_4,DC_4,SKU_24,1.3260385139761979,8
DC_4,DC_4,SKU_25,1.350435469870288,1
DC_4,DC_4,SKU_26,2.8364313857155703,4
DC_4,DC_4,SKU_27,0.8687229756716576,8
DC_4,DC_4,SKU_28,4.746948719954065,6
DC_4,DC_4,SKU_29,3.8064167998222036,4
DC_4,DC_4,SKU_30,2.951711040530443,2
DC_4,DC_4,SKU_31,4.616125521516757,9
DC_4,DC_4,SKU_32,3.465058129586857,8
DC_4,DC_4,SKU_33,1.6927127933417747,6
DC_4,DC_4,SKU_34,0.734106897632511,5
DC_4,DC_4,SKU_35,0.9953319208147573,1
DC_4,DC_4,SKU_36,4.040253566300933,4
DC_4,DC_4,SKU_37,3.773913922535642,3
DC_4,DC_4,SKU_38,1.1806892800820417,5
DC_4,DC_4,SKU_39,1.403207793112065,2
DC_4,DC_4,SKU_40,1.377485318844589,2
DC_4,DC_4,SKU_41,3.2925058116055634,4
DC_4,DC_4,SKU_42,2.3472442116382073,2
DC_4,DC_4,SKU_43,1.0040527088069255,3
DC_4,DC_4,SKU_44,2.5986856752704686,8
DC_4,DC_4,SKU_45,4.9149393103107935,8
DC_4,DC_4,SKU_46,4.441698599837922,5
DC_4,DC_4,SKU_47,3.9044262525180833,2
DC_4,DC_4,SKU_48,0.6236175313084318,3
DC_4,DC_4,SKU_49,4.971101777686484,3
DC_4,DC_4,SKU_50,0.7264531982059877,8
DC_4,DC_5,SKU_1,1.34306056097055,7
DC_4,DC_5,SKU_2,1.4129292916140557,3
DC_4,DC_5,SKU_3,3.495427252816819,5
DC_4,DC_5,SKU_4,1.1965371568075038,2
DC_4,DC_5,SKU_5,3.784655836786195,5
DC_4,DC_5,SKU_6,1.6459869465048285,8
DC_4,DC_5,SKU_7,2.3333354660960843,3
DC_4,DC_5,SKU_8,3.0493317451452353,5
DC_4,DC_5,SKU_9,1.1398161937430822,1
DC_4,DC_5,SKU_10,2.5699175135514536,1
DC_4,DC_5,SKU_11,0.7452917483617381,2
DC_4,DC_5,SKU_12,4.485017496135342,3
DC_4,DC_5,SKU_13,4.470841338997048,2
DC_4,DC_5,SKU_14,1.9346779529285212,7
DC_4,DC_5,SKU_15,2.7848846833819896,7
DC_4,DC_5,SKU_16,0.995640273135349,1
DC_4,DC_5,SKU_17,0.5706315751832585,6
DC_4,DC_5,SKU_18,1.837463512302932,6
DC_4,DC_5,SKU_19,1.6557351697633333,8
DC_4,DC_5,SKU_20,3.6384422775673664,8
DC_4,DC_5,SKU_21,1.3955508248683473,8
DC_4,DC_5,SKU_22,4.718665275795971,6
DC_4,DC_5,SKU_23,1.2013319144814956,1
DC_4,DC_5,SKU_24,4.642826615198491,9
DC_4,DC_5,SKU_25,4.797784342068065,8
DC_4,DC_5,SKU_26,3.664760243190127,7
DC_4,DC_5,SKU_27,4.523032390625628,6
DC_4,DC_5,SKU_28,1.6820138089871803,4
DC_4,DC_5,SKU_29,4.765354552641473,2
DC_4,DC_5,SKU_30,1.919990634993999,8
DC_4,DC_5,SKU_31,3.568034740048046,6
DC_4,DC_5,SKU_32,1.0549332098388151,8
DC_4,DC_5,SKU_33,1.5958775250479134,4
DC_4,DC_5,SKU_34,3.977780375419265,1
DC_4,DC_5,SKU_35,1.7057423754808154,8
DC_4,DC_5,SKU_36,2.149480343206518,9
DC_4,DC_5,SKU_37,4.01257726619423,7
DC_4,DC_5,SKU_38,3.682527477509405,7
DC_4,DC_5,SKU_39,2.1502485886720955,5
DC_4,DC_5,SKU_40,1.0461736604687886,4
DC_4,DC_5,SKU_41,0.8168241308113138,9
DC_4,DC_5,SKU_42,3.1035376952570948,5
DC_4,DC_5,SKU_43,2.9934467617812177,4
DC_4,DC_5,SKU_44,1.2162158779722343,8
DC_4,DC_5,SKU_45,4.400696685598201,7
DC_4,DC_5,SKU_46,3.4962387244333812,7
DC_4,DC_5,SKU_47,0.9268213696392025,3
DC_4,DC_5,SKU_48,3.8322928454824337,3
DC_4,DC_5,SKU_49,3.2302229088650174,9
DC_4,DC_5,SKU_50,3.7405010008172557,9
DC_4,DC_6,SKU_1,2.587144211034693,7
DC_4,DC_6,SKU_2,1.7922414430875084,8
DC_4,DC_6,SKU_3,1.0202252477518048,4
DC_4,DC_6,SKU_4,2.974446145202947,5
DC_4,DC_6,SKU_5,3.529001066560379,1
DC_4,DC_6,SKU_6,4.472704232053221,3
DC_4,DC_6,SKU_7,4.3319172735406655,3
DC_4,DC_6,SKU_8,1.3575922093273722,2
DC_4,DC_6,SKU_9,4.291422032293866,2
DC_4,DC_6,SKU_10,0.7288404063611951,6
DC_4,DC_6,SKU_11,0.938195280986019,8
DC_4,DC_6,SKU_12,4.547807442933395,2
DC_4,DC_6,SKU_13,4.677676483913563,2
DC_4,DC_6,SKU_14,2.53739451968933,2
DC_4,DC_6,SKU_15,4.827257412949774,8
DC_4,DC_6,SKU_16,1.650498004993165,1
DC_4,DC_6,SKU_17,4.296562383492399,8
DC_4,DC_6,SKU_18,4.117369488119702,1
DC_4,DC_6,SKU_19,3.711233148185622,1
DC_4,DC_6,SKU_20,2.499984309521744,5
DC_4,DC_6,SKU_21,0.9612334813514576,8
DC_4,DC_6,SKU_22,4.849658466004925,2
DC_4,DC_6,SKU_23,1.8632532555053778,7
DC_4,DC_6,SKU_24,2.2524560603495294,7
DC_4,DC_6,SKU_25,3.7304176124836785,6
